"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Niger","2014","Female","Not applicable","Percent","53.4427"
"Niger","2013","Female","Not applicable","Percent","55.81005"
"Niger","2013","All genders","Not applicable","Percent","60.73125"
"Niger","2013","Male","Not applicable","Percent","65.44436"
"Niger","2012","Male","Not applicable","Percent","63.76478"
"Niger","2012","All genders","Not applicable","Percent","59.92869"
"Niger","2012","Female","Not applicable","Percent","55.92617"
"Niger","2011","Female","Not applicable","Percent","57.20506"
"Niger","2011","All genders","Not applicable","Percent","61.98446"
"Niger","2011","Male","Not applicable","Percent","66.56427"
"Niger","2010","Male","Not applicable","Percent","64.88859"
"Niger","2010","All genders","Not applicable","Percent","60.67546"
"Niger","2010","Female","Not applicable","Percent","56.27569"
"Niger","2009","Female","Not applicable","Percent","50.37036"
"Niger","2009","All genders","Not applicable","Percent","56.04806"
"Niger","2009","Male","Not applicable","Percent","61.48819"
"Niger","2008","Male","Not applicable","Percent","54.51825"
"Niger","2008","All genders","Not applicable","Percent","50.1915"
"Niger","2008","Female","Not applicable","Percent","45.67982"
"Niger","2007","Female","Not applicable","Percent","36.33947"
"Niger","2007","All genders","Not applicable","Percent","41.54993"
"Niger","2007","Male","Not applicable","Percent","46.54949"
"Niger","2006","Female","Not applicable","Percent","37.05579"
"Niger","2006","Male","Not applicable","Percent","49.17923"
"Niger","2006","All genders","Not applicable","Percent","43.24252"
"Niger","2005","Female","Not applicable","Percent","30.3983"
"Niger","2005","All genders","Not applicable","Percent","35.94487"
"Niger","2005","Male","Not applicable","Percent","41.26488"
"Niger","2004","Female","Not applicable","Percent","31.73857"
"Niger","2004","Male","Not applicable","Percent","44.76614"
"Niger","2004","All genders","Not applicable","Percent","38.38496"
"Niger","2003","Female","Not applicable","Percent","33.87292"
"Niger","2003","All genders","Not applicable","Percent","40.69471"
"Niger","2003","Male","Not applicable","Percent","47.25153"
"Niger","2002","Female","Not applicable","Percent","31.38829"
"Niger","2002","Male","Not applicable","Percent","44.62922"
"Niger","2002","All genders","Not applicable","Percent","38.13867"
"Niger","2001","Female","Not applicable","Percent","25.09486"
"Niger","2001","Male","Not applicable","Percent","36.51497"
"Niger","2001","All genders","Not applicable","Percent","30.9191"
"Niger","2000","Male","Not applicable","Percent","33.94415"
"Niger","2000","All genders","Not applicable","Percent","28.7693"
"Niger","2000","Female","Not applicable","Percent","23.36805"
"Niger","1999","Male","Not applicable","Percent","31.9645"
"Niger","1999","Female","Not applicable","Percent","21.5557"
"Niger","1999","All genders","Not applicable","Percent","26.87252"
"Niue","2014","All genders","Not applicable","Percent","0"
"Niue","2014","Female","Not applicable","Percent","0"
"Niue","2014","Male","Not applicable","Percent","0"
"Niue","1998","All genders","Not applicable","Percent","95.34884"
"Norway","2014","Male","Not applicable","Percent","99.37999"
"Norway","2014","All genders","Not applicable","Percent","99.18501"
"Norway","2014","Female","Not applicable","Percent","98.98037"
"Norway","2013","All genders","Not applicable","Percent","99.31839"
"Norway","2013","Female","Not applicable","Percent","99.2651"
"Norway","2013","Male","Not applicable","Percent","99.36937"
"Occupied Palestinian Territory","2012","Male","Not applicable","Percent","83.14127"
"Occupied Palestinian Territory","2012","All genders","Not applicable","Percent","83.36182"
"Occupied Palestinian Territory","2012","Female","Not applicable","Percent","83.59183"
"Occupied Palestinian Territory","2011","Male","Not applicable","Percent","80.33392"
"Occupied Palestinian Territory","2011","Female","Not applicable","Percent","76.3361"
"Occupied Palestinian Territory","2011","All genders","Not applicable","Percent","78.37702"
"Occupied Palestinian Territory","2010","Male","Not applicable","Percent","77.86342"
"Occupied Palestinian Territory","2010","All genders","Not applicable","Percent","77.18075"
"Occupied Palestinian Territory","2010","Female","Not applicable","Percent","76.46867"
"Occupied Palestinian Territory","2009","Male","Not applicable","Percent","76.11969"
"Occupied Palestinian Territory","2009","All genders","Not applicable","Percent","75.55671"
"Occupied Palestinian Territory","2009","Female","Not applicable","Percent","74.96944"
"Occupied Palestinian Territory","2008","Female","Not applicable","Percent","73.67737"
"Occupied Palestinian Territory","2008","All genders","Not applicable","Percent","74.02002"
"Occupied Palestinian Territory","2008","Male","Not applicable","Percent","74.3485"
"Occupied Palestinian Territory","2007","Male","Not applicable","Percent","65.20166"
"Occupied Palestinian Territory","2007","All genders","Not applicable","Percent","64.67561"
"Occupied Palestinian Territory","2007","Female","Not applicable","Percent","64.12689"
"Occupied Palestinian Territory","2006","Female","Not applicable","Percent","63.41808"
"Occupied Palestinian Territory","2006","All genders","Not applicable","Percent","63.72429"
"Occupied Palestinian Territory","2006","Male","Not applicable","Percent","64.01785"
"Occupied Palestinian Territory","2005","Male","Not applicable","Percent","64.12592"
"Occupied Palestinian Territory","2005","All genders","Not applicable","Percent","63.00066"
"Occupied Palestinian Territory","2005","Female","Not applicable","Percent","61.82679"
"Occupied Palestinian Territory","2004","Female","Not applicable","Percent","60.12781"
"Occupied Palestinian Territory","2004","All genders","Not applicable","Percent","61.29657"
"Occupied Palestinian Territory","2004","Male","Not applicable","Percent","62.4169"
"Occupied Palestinian Territory","2003","Male","Not applicable","Percent","64.54033"
"Occupied Palestinian Territory","2003","All genders","Not applicable","Percent","63.65856"
"Occupied Palestinian Territory","2003","Female","Not applicable","Percent","62.73865"
"Occupied Palestinian Territory","2002","Female","Not applicable","Percent","68.26169"
"Occupied Palestinian Territory","2002","All genders","Not applicable","Percent","68.25253"
"Occupied Palestinian Territory","2002","Male","Not applicable","Percent","68.24375"
"Occupied Palestinian Territory","2001","Male","Not applicable","Percent","69.57562"
"Occupied Palestinian Territory","2001","All genders","Not applicable","Percent","69.53202"
"Occupied Palestinian Territory","2001","Female","Not applicable","Percent","69.48654"
"Occupied Palestinian Territory","2000","Female","Not applicable","Percent","72.79405"
"Occupied Palestinian Territory","2000","All genders","Not applicable","Percent","73.3875"
"Occupied Palestinian Territory","2000","Male","Not applicable","Percent","73.95647"
"Oman","2014","Female","Not applicable","Percent","53.29375"
"Oman","2014","Male","Not applicable","Percent","53.6324"
"Oman","2014","All genders","Not applicable","Percent","53.46612"
"Oman","2013","All genders","Not applicable","Percent","56.45875"
"Oman","2013","Male","Not applicable","Percent","56.55961"
"Oman","2013","Female","Not applicable","Percent","56.3557"
"Oman","2012","All genders","Not applicable","Percent","76.36502"
"Oman","2012","Female","Not applicable","Percent","76.53086"
"Oman","2012","Male","Not applicable","Percent","76.20125"
"Oman","2011","All genders","Not applicable","Percent","74.96705"
"Oman","2011","Male","Not applicable","Percent","76.26662"
"Oman","2011","Female","Not applicable","Percent","73.63268"
"Oman","2009","All genders","Not applicable","Percent","63.80912"
"Oman","2009","Female","Not applicable","Percent","61.0495"
"Oman","2009","Male","Not applicable","Percent","66.59861"
"Oman","2003","All genders","Not applicable","Percent","62.1466"
"Oman","2003","Male","Not applicable","Percent","63.33795"
"Oman","2003","Female","Not applicable","Percent","60.93596"
"Oman","2002","All genders","Not applicable","Percent","69.28301"
"Oman","2002","Female","Not applicable","Percent","68.80091"
"Oman","2002","Male","Not applicable","Percent","69.75424"
"Oman","2001","All genders","Not applicable","Percent","70.77497"
"Oman","2001","Male","Not applicable","Percent","70.36745"
"Oman","2001","Female","Not applicable","Percent","71.19971"
"Oman","2000","All genders","Not applicable","Percent","72.63814"
"Oman","2000","Female","Not applicable","Percent","73.13634"
"Oman","2000","Male","Not applicable","Percent","72.16208"
"Oman","1999","All genders","Not applicable","Percent","71.70969"
"Oman","1999","Male","Not applicable","Percent","71.02869"
"Oman","1999","Female","Not applicable","Percent","72.43108"
"Paraguay","2012","All genders","Not applicable","Percent","69.9684"
"Paraguay","2012","Male","Not applicable","Percent","69.22387"
"Paraguay","2012","Female","Not applicable","Percent","70.74132"
"Paraguay","2011","Female","Not applicable","Percent","73.92843"
"Paraguay","2011","Male","Not applicable","Percent","73.26972"
"Paraguay","2011","All genders","Not applicable","Percent","73.59299"
"Paraguay","2010","All genders","Not applicable","Percent","73.11985"
"Paraguay","2010","Male","Not applicable","Percent","72.42815"
"Paraguay","2010","Female","Not applicable","Percent","73.83715"
"Paraguay","2009","Female","Not applicable","Percent","73.81827"
"Paraguay","2009","Male","Not applicable","Percent","73.06849"
"Paraguay","2009","All genders","Not applicable","Percent","73.43648"
"Paraguay","2008","All genders","Not applicable","Percent","69.0051"
"Paraguay","2008","Male","Not applicable","Percent","68.24092"
"Paraguay","2008","Female","Not applicable","Percent","69.79794"
"Paraguay","2007","Male","Not applicable","Percent","66.7771"
"Paraguay","2007","Female","Not applicable","Percent","68.18532"
"Paraguay","2007","All genders","Not applicable","Percent","67.46836"
"Paraguay","2006","Male","Not applicable","Percent","67.73944"
"Paraguay","2006","All genders","Not applicable","Percent","68.63087"
"Paraguay","2006","Female","Not applicable","Percent","69.555"
"Paraguay","2005","Male","Not applicable","Percent","68.59518"
"Paraguay","2005","Female","Not applicable","Percent","71.06961"
"Paraguay","2005","All genders","Not applicable","Percent","69.8105"
"Paraguay","2003","Male","Not applicable","Percent","70.38082"
"Paraguay","2003","All genders","Not applicable","Percent","71.23162"
"Paraguay","2003","Female","Not applicable","Percent","72.11304"
"Paraguay","2002","Male","Not applicable","Percent","70.71211"
"Paraguay","2002","Female","Not applicable","Percent","73.07213"
"Paraguay","2002","All genders","Not applicable","Percent","71.87127"
"Paraguay","2001","Male","Not applicable","Percent","71.49706"
"Paraguay","2001","All genders","Not applicable","Percent","72.83023"
"Paraguay","2001","Female","Not applicable","Percent","74.21114"
"Peru","2013","All genders","Not applicable","Percent","73.21935"
"Peru","2013","Male","Not applicable","Percent","72.76904"
"Peru","2013","Female","Not applicable","Percent","73.68802"
"Peru","2012","All genders","Not applicable","Percent","74.70694"
"Peru","2012","Female","Not applicable","Percent","74.25097"
"Peru","2012","Male","Not applicable","Percent","75.14478"
"Peru","2011","All genders","Not applicable","Percent","86.40831"
"Peru","2011","Male","Not applicable","Percent","86.19888"
"Peru","2011","Female","Not applicable","Percent","86.62665"
"Peru","2010","All genders","Not applicable","Percent","85.55127"
"Peru","2010","Female","Not applicable","Percent","86.12923"
"Peru","2010","Male","Not applicable","Percent","84.99776"
"Peru","2008","All genders","Not applicable","Percent","77.3352"
"Peru","2008","Male","Not applicable","Percent","76.8884"
"Peru","2008","Female","Not applicable","Percent","77.80314"
"Peru","2007","All genders","Not applicable","Percent","78.40498"
"Peru","2007","Male","Not applicable","Percent","78.04234"
"Peru","2007","Female","Not applicable","Percent","78.78558"
"Peru","2006","Male","Not applicable","Percent","79.26983"
"Peru","2006","Female","Not applicable","Percent","80.43549"
"Peru","2006","All genders","Not applicable","Percent","79.83816"
"Peru","2005","All genders","Not applicable","Percent","79.27044"
"Peru","2005","Female","Not applicable","Percent","80.27009"
"Peru","2005","Male","Not applicable","Percent","78.31928"
"Peru","2004","Male","Not applicable","Percent","78.61356"
